Point Danger,153.548747,-28.1642813
Wooli,153.1695997,-29.8297059
Smoky Cape,153.0712747,-30.9236771
Seal Rocks,152.4713487,-32.4225347
Broken Bay,151.2913799,-33.5522768
Port Hacking,151.0906567,-34.063371
Ulladulla,150.3881189,-35.3560721
Montague Island,150.2181173,-36.2512024
Gabo Island,149.9025993,-37.5590499
