the_geom,waterway_access,latitude,longitude,boat_ramp_name,asset_owner,contact_number,street,suburb,waterway_name,state,postcode,id,ramp_condition,ramp_material,has_bbq,has_fee_payable,has_kiosk,has_lighting,has_toilets,has_bins,has_pontoon_nearby,has_pontoon_ramp,number_ramp_lanes
0101000020E6100000B90954A817F26140A88FBAA1B75241C0,Shallow At Times,-34.6462289963668,143.565387882363,"Sturt Highway Bridge Boat Ramp, Balranald (Caravan Park)",Balranald Shire Council,03 5020 1300,Sturt Highway,Balranald,Murrumbidgee River,NSW,2715,356,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000BE7060A6D3A56240241165F638CE40C0,Shallow At Times,-33.6111133569232,149.18208617054,Carcoar Dam Boat Ramp,Blayney Shire Council,02 6368 2104,Carcoar Dam Road,Carcoar,Carcoar Dam,NSW,2791,357,FAIR,Concrete,true,false,false,false,true,true,false,false,1
0101000020E6100000D6FF0A07E44C6240CA39D32B60FE41C0,All Times,-35.9873099118591,146.402835389598,"Lone Pine Avenue, Corowa",Corowa Shire Council,02 6033 8999,Lone Pine Avenue,Corowa,Murray River,NSW,2646,358,GOOD,Concrete,false,false,false,true,false,false,false,true,1
0101000020E6100000F69CA38DA3E862404F9CD3A8C0DB40C0,All Times,-33.7168170006995,151.26996499973,Middle Creek Reserve (no 1),Warringah Council,2 9942 2111,Wakehurst Parkway,Cromer,Narrabeen Lagoon,NSW,2099,359,GOOD,Concrete,true,true,false,false,true,true,false,false,1
0101000020E6100000687726C286F46140EF0DE4A771B741C0,All Times,-35.4331560004756,143.641449999933,Lake Boga - West Lakeside Drive,Swan Hill Rural City Council,03 5036 2333,Lakeside Drive,Lake Boga,Lake Boga,VIC,3584,360,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E6100000AC767952910363405EE76201CE6440C0,All Times,-32.7875367863587,152.111489522203,Boat Harbour Boat Ramp,Port Stephens Council,02 4980 0255,Graham Street,Boat Harbour,Ocean,NSW,2316,361,FAIR,Sand,true,false,false,false,true,false,false,false,1
0101000020E610000048013CDD927F62404C210253FFB040C0,Shallow At Times,-33.3827918777848,147.986677758405,Forbes Aquatic Area,Forbes Shire Council,02 6850 2300,Bedgerebong Road,Forbes,Forbes Aquatic Area,NSW,2871,362,GOOD,Concrete,false,false,false,false,true,true,false,false,1
0101000020E610000096E7663A7C286340772659E850E23DC0,High Tide Only,-29.8840470521595,153.26516456698,"Wool River, Lower Ramp",Clarence Valley  Council,02 6643 0200,Wooli Road,Wooli,Wool River,NSW,2462,363,GOOD,Concrete,false,false,false,true,false,true,false,false,2
0101000020E6100000D8A36A16981963405B46107109A73FC0,All Times,-31.6524878182157,152.79981537655,"Laurie St Wharf, Laurieton",Port Macquarie Hastings Council,02 6592 5399,Laurie Street,Laurieton,Camden Haven River,NSW,2443,364,FAIR,Concrete,false,false,false,true,false,true,true,false,1
0101000020E610000028093B8DB4F461405181114757B741C0,All Times,-35.4323510013079,143.647040000252,Lake Boga - East Lakeside Drive,Swan Hill Rural City Council,03 5036 2333,Lakeside Drive,Lake Boga,Lake Boga,VIC,3584,365,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E610000002D49EEA271662406EFA2B9FAC0842C0,All Times,-36.0677679981935,144.692372617923,Murray Valley Regional Park Boat Ramp (Five Mile),National Parks And Wildlife Services,1300 072 757,Perricoota Road,Moama,Murray River,NSW,2731,366,GOOD,Concrete,true,false,false,false,true,true,false,false,2
0101000020E6100000C4D1AEED562463406132F8746B4C3EC0,High Tide Only,-30.2985146623563,153.135611382908,Coffs Harbour Creek - Edgar Street Boat Ramp,Coffs Harbour City Council,02 6648 4000,Edgar Street,Coffs Harbour,Coffs Harbour Creek,NSW,2450,367,GOOD,Concrete,true,false,false,false,true,true,false,false,1
0101000020E61000009ECF617AD91C6340AB64516C4A9E3DC0,All Times,-29.6183231066431,152.901547614133,"Seelands Boat Ramp
(Eastern Bank)",Clarence Valley Council,02 6643 0200,Old Punt Road,Seelands,Clarence River,NSW,2460,368,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000553EA8E1D119634061628E5953A43FC0,All Times,-31.641896817457,152.806870297051,"Stingray Creek, North Haven",Port Macquarie Hastings Council,02 6581 8111,River Street,North Haven,Stingray Creek,NSW,2443,369,GOOD,Concrete,false,false,false,true,true,true,false,false,1
0101000020E6100000284E88B883766240D3612C44F3F641C0,Shallow At Times,-35.9292988983831,147.703579202863,Jingellic Reserve Boat Ramp,Tumbarumba Shire Council,02 6948 9100,River Road,Jingellic,Murray River,NSW,2642,370,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000A7E38775ACF36240DB406211FC7A40C0,Shallow At Times,-32.9608175019982,151.614802136811,Speers Point Boat Ramp,Lake Macquarie City Council,02 4921 0333,Creek Reserve Road,Speers Point ,Cockle Creek (Lake Macquarie),NSW,2284,371,GOOD,Concrete,false,false,false,true,true,false,true,false,2
0101000020E6100000CFAA1F3765C462408E2BA77B010C42C0,Shallow At Times,-36.0937952581654,150.137355386591,Potato Point Boat Ramp,Eurobodalla Shire Council,02 4429 3111,Riverview Street,Potato Point,Potato Creek,NSW,2545,372,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000041941EDD88DC624017F8EACF7EBC40C0,All Times,-33.4726200005827,150.89170700047,Holmes Drive Reserve Boat Ramp,Hawkesbury City Council,02 4560 4444,Holmes Drive,Cumberland Reach,Hawkesbury River,NSW,2756,373,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000005918321DBA1863404203AE915DA13FC0,All Times,-31.6303340005718,152.772718999712,Queens Lake Sailing Club Reserve Boat Ramp,Port Maquarie-Hastings Council,02 6581 8111,Ocean Drive,Lakewood,Camden Haven Inlet,NSW,2443,374,FAIR,Concrete,false,false,false,false,false,true,false,false,1
0101000020E610000055A1BCADA35162405E05A096A06041C0,Shallow At Times,-34.754900768409,146.551230305117,Narranderra,Narrandera Shire Council,02 6959 5510,Newell Highway,Narrandera,Murrumbidgee River,NSW,2700,375,GOOD,Concrete,true,false,false,true,true,false,false,false,1
0101000020E61000001475ED319FEA62400C66C49AABC240C0,All Times,-33.5208619555452,151.331932987007,Ettalong Beach South Boat Ramp,Gosford City Council,02 4325 8222,The Esplanade ,Ettalong Beach,Brisbane Water,NSW,2257,376,POOR,Sand,false,false,true,true,false,false,false,false,1
0101000020E610000014F39B35F8E462408CFE953E74D340C0,All Times,-33.651984999885,151.155299000348,Apple Tree Bay Boat Ramp,National Parks And Wildlife Services,1300 072 757,Bobbin Head Road,Bobbin Head,Cowan Creek,NSW,2074,377,GOOD,Concrete,false,true,true,true,true,false,true,false,3
0101000020E61000003D469BCA1AF2624001354884669640C0,Shallow At Times,-33.175003562219,151.565770438452,Chain Valley Bay Boat Ramp,Wyong City Council,4350 5555,Lloyd Avenue,Chain Valley Bay,Lake Macquarie,NSW,2259,378,GOOD,Concrete,true,false,false,true,true,true,true,false,1
0101000020E6100000DEAFC04C79F0624063C73E89369C40C0,Shallow At Times,-33.2204143101251,151.514807106344,San Remo Boat Ramp (Northlakes Oval),Wyong Shire Council,02 4350 5555,Emu Drive,San Remo,Lake Budgewoi ,NSW,2262,379,FAIR,Concrete,false,false,false,false,false,false,true,false,2
0101000020E61000007BABEFB531F26240493686890F9640C0,Shallow At Times,-33.1723491578419,151.568568199258,Mulloway Road Boat Ramp,Wyong Shire Council,02 4350 5555,Mulloway Road  ,Chain Valley |Bay,Lake Macquarie,NSW,2259,380,GOOD,Concrete,false,false,false,false,false,true,true,false,1
0101000020E6100000BE449250D4DB6240AC06A62C7E4441C0,Shallow At Times,-34.5351005373644,150.869667325669,Lake Illawarra - Windang Near Windang Bridge,Shellharbour City Council,02 4221 6111,Fern Street,Windang,Lake Illawarra,NSW,2528,382,GOOD,Concrete,true,false,false,true,true,true,true,false,2
0101000020E6100000E25E772530F16240C526A87E709240C0,Shallow At Times,-33.1440580674221,151.53712724032,Vales Point.,Wyong Shire Council,02 4350 5555,Peveril Street,Mannering Park,Lake Macquarie,NSW,2259,383,GOOD,Concrete,true,false,false,true,true,true,true,false,2
0101000020E61000004B6CBD6638CF6240455F1108D2AD41C0,Shallow At Times,-35.3579721531701,150.475634927718,Ulladulla Harbour Boat Ramp,Shoalhaven City Council,02 4429 3111,Watson Street,Burrill Lake,Ocean,NSW,2539,384,FAIR,Unsealed,false,false,false,false,false,true,false,false,1
0101000020E6100000C10A2215A9D461406735A913D06241C0,All Times,-34.7719750000204,142.645639959801,"Weman, Murray River",Parks Victoria,13 1963 ,Happy Valley Road,Monak,Murray River,NSW,2738,385,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000004DBBF7D64232634061184DCD33DC3CC0,Shallow At Times,-28.8601654351445,153.570659145213,Cawarra Park Boat Ramp,Ballina Shire Council,02 6686 4444,Cawarra Street,Ballina,Richmond River (North Creek),NSW,2478,386,FAIR,Concrete,false,false,false,true,true,true,false,false,1
0101000020E6100000931AD471E2206340D23A55485EA13DC0,All Times,-29.6303448875504,153.027642168298,River Street Boat Ramp,Clarence Valley Council,02 6643 0200,River Street,Ulmarra,Clarence River,NSW,2462,387,GOOD,Not Provided,false,false,false,false,false,false,false,false,1
0101000020E6100000042E5304A2E66240F44298C70BEC40C0,All Times,-33.8441094869103,151.207277452908,Quiberie Park Boat Ramp,North Sydney Council,02 9936 8100,Railway Avenue,Lavender Bay,Sydney Harbour,NSW,2060,389,POOR,Concrete,false,false,false,true,true,false,false,false,1
0101000020E61000002CAE05135B236340B76DBCA993AA3DC0,All Times,-29.6663156590491,153.104867468924,Coldstream Terrace - Tucabia,Clarence Valley Council,02 6643 0200, Coldstream Terrace,Tucabia,Coldstream River,NSW,2462,390,POOR,Bitumen,false,false,false,false,false,false,false,false,1
0101000020E610000012105B5E39E96240FB0F93B6F1DB40C0,All Times,-33.7183140009001,151.288253000123,Jamieson Park,Warringah Council,02 9942 2111,The Esplanade,Narrabeen,Narrabeen Lagoon,NSW,2101,391,GOOD,Concrete,true,true,true,false,true,true,false,false,1
0101000020E6100000A3D2CFFC54026340ED577B3EF75A40C0,Shallow At Times,-32.7106702902091,152.072874456314,Salamander Shores,Port Stephens Council,02 4980 0255,Seaview Crescent,Soldiers Point,Port Stephens,NSW,2317,392,FAIR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E6100000FAD3811CEABC614095B5CD318E0441C0,All Times,-34.0355894331398,141.903578046389,"Pomona , Darling River",Wentworth Shire Council,03 5027 5027,Neilpo Street,Pomona,Darling River,NSW,2648,393,GOOD,Concrete,false,false,false,true,false,true,false,false,1
0101000020E6100000C2B96481AD0C6340670B844BFE0C40C0,All Times,-32.1015104670285,152.396179863672,Wallamba River - Bullocky Wharf Boat Ramp,Great Lakes Council,02 6591 7222,Wharf Street,Nabiac,Wallamba River,NSW,2312,394,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000219DBB1D5BF86240B8BC7B47557540C0,All Times,-32.9166650156198,151.761122576173,Carrington Boat Ramp,Newcastle City Council,02 4974 2000,Tully Street,Carrington,Hunter River,NSW,2294,395,GOOD,Concrete,false,false,false,true,false,true,false,false,3
0101000020E6100000CABD93DF22C462401C397CEBC31A42C0,All Times,-36.2091039997633,150.129257000501,"Apex Park Boat Ramp, Narooma",Eurobodalla Shire Council,02 4474 1000,Centenary Drive,Narooma,Wagonga Inlet,NSW,2546,396,GOOD,Concrete,false,false,false,true,true,true,true,true,2
0101000020E6100000FED95200EE53624071B6701A76FE41C0,All Times,-35.9879792261462,146.622802888698,"Lions Park Howlong Road, Howlong",Corowa Shire Council,02 6033 8999,Howlong Road,Howlong,Murray River,NSW,2643,397,POOR,Concrete,true,false,false,false,true,false,false,false,1
0101000020E61000002D54321B64406240E45B2886E40042C0,Shallow At Times,-36.0069740006509,146.012219999598,Bank Street Boat Ramp,Moira Shire Council (Vic),03 5871 9222,Bank Street,Yarrawonga,Lake Mulwala,VIC,3730,398,FAIR,Concrete,false,false,false,false,true,false,false,false,1
0101000020E6100000C8077C0CBFE362409B44FF07AE0141C0,Shallow At Times,-34.0131235119272,151.117071382758,Holts Point Place Boat Ramp,Sutherland Shire Council,02 9710 0333,Holts Point Place,Sylvania Waters,Georges River,NSW,2224,399,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000007390139652F96240D3C9C5F3F67540C0,All Times,-32.9215988841785,151.79133132764,Horseshoe Beach,Newcastle City Council,02 4974 2000,Wharf Road,Newcastle,Hunter River,NSW,2300,400,POOR,Sand,false,false,false,true,false,true,false,false,1
0101000020E610000041D1B2172EDF624085A59C8A30F540C0,All Times,-33.9155438675762,150.974376534703,Rabaul Road,Bankstown City Council,02 9707 9999,Rabaul Road,Georges Hall,Georges River,NSW,2198,401,GOOD,Concrete,true,false,false,true,true,true,false,true,2
0101000020E61000005BC2AE2D75DB6240FD8CF0A47A5041C0,Shallow At Times,-34.6287428068699,150.858054009749,Minnamurra River (Entrance),The Council Of The Municipality Of Kiama,02 4232 0444,Charles Avenue,Minnamurra,Minnamurra River,NSW,2533,402,GOOD,Concrete,false,false,false,true,true,true,false,false,1
0101000020E6100000A8DE489B90C262403CA5DED9D8F341C0,Shallow At Times,-35.9050552689682,150.08015217049,Gilmores Creek Boat Ramp,Eurobodalla Shire Council,02 4429 3111,Glenduart,West Moruya,Moruya River,NSW,2537,403,POOR,Sand,false,false,false,false,false,false,false,false,Informal
0101000020E6100000F1D8C9D335EF6240B4493899ACAE40C0,Shallow At Times,-33.3646422886699,151.475320715173,"Saltwater Creek Reserve Boat Ramp, Long Jetty (The Entrance Aquatic Centre)",Wyong Shire Council,02 4350 5555,Tuggerah Parade,Long Jetty,Tuggerah Lake,NSW,2261,404,FAIR,Concrete,false,false,false,true,true,false,false,false,1
0101000020E6100000681401E62F2263402708104661E03EC0,Shallow At Times,-30.8764842785969,153.068346979245,Trial Bay Boat Ramp,National Parks And Wildlife Services,1300 072 757,Cardwell Street,South West Rocks,Tasman Sea,NSW,2431,405,GOOD,Concrete,false,false,false,false,true,true,false,false,1
0101000020E61000004BD0CBC4ED1D6340CE5818956AB33DC0,All Times,-29.7008450684014,152.935274503778,Through Street Boat Ramp,Clarence Valley Council,02 6643 0200,Through Street,South Grafton,Clarence River,NSW,2460,406,GOOD,Not Provided,false,false,false,false,false,false,false,false,1
0101000020E6100000BFC156FFEFC36240DF5329458E1C42C0,All Times,-36.2230917407794,150.12304655976,The Loop Boat Ramp,Eurobodalla Shire Council,02 4474 1000,Lake View Drive,Narooma,Wagonga Inlet,NSW,2546,407,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000721815F41CDE6240629555875F2641C0,All Times,-34.2997903030289,150.94103435631,Austinmer Beach Boat Ramp,Wollongong City Council,02 4227 7111,Headland Ave,Austinmer,Coledale Beach,NSW,2515,408,POOR,Sand,false,false,false,true,true,true,false,false,1
0101000020E6100000701971FD42496240CAB32CEBD10142C0,All Times,-36.0142187088273,146.28942749109,Snake Island-Boiling Downs Creek,Corowa Shire Council,02 6033 8999,Spring Drive,Corowa,Murray River,NSW,2646,409,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E6100000A0673528112B6340D49F5380E1663DC0,All Times,-29.4018783764039,153.345844368273,"Spenser Street Boat Ramp, Iluka",Clarence Valley Council,02 6643 0200,Spenser Street,Iluka,Clarence River,NSW,2466,410,GOOD,Concrete,true,false,false,true,true,true,true,true,2
0101000020E61000006162C00298E3624064EA82ACA70041C0,All Times,-34.005117000507,151.112305999518,Horse Rock Point (Sylvania) Boat Ramp,Sutherland Shire Council,02 9710 0333,Princes Highway,Sylvania,Georges River,NSW,2224,411,GOOD,Concrete,false,false,false,true,true,true,true,false,2
0101000020E610000005206522D3836240153E72C8D3033EC0,Shallow At Times,-30.0149503020203,148.119523236761,Walgett Boat Ramp,Wallget Shire Council,02 6828 1399,Castlereagh Highway,Walgett,Namoi River,NSW,2832,412,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E6100000F579905A6BF762403BB16BB2F15440C0,Shallow At Times,-32.6636260057298,151.73185470789,Seaham - Williams River,Cessnock City Council,02 4993 4100,Torrence Street,Seaham,Williams River,NSW,2324,413,FAIR,Bitumen,false,false,true,false,false,false,false,false,1
0101000020E6100000C2B96481AD0C6340670B844BFE0C40C0,All Times,-32.1015104670285,152.396179863672,Bullocky Wharf Boat Ramp,Great Lakes Council,02 6591 7222,Wharf Street,Nabiac,Wallamba River,NSW,2312,414,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000891CD677DFFB62407CCF73E9D30440C0,All Times,-32.0377170386773,151.871028822123,"Rocky Crossing Reserve, Barrington River",TBD,TBD,Barrington West Road,Barrington,Barrington River,NSW,2422,415,POOR,Unsealed,true,false,false,false,true,true,false,false,1
0101000020E6100000ADC16AF3E4D26240A5FAE943009641C0,All Times,-35.1718830959774,150.590448101529,Lakehaven Drive Boat Ramp,Shoalhaven City Council,02 4429 3111,Lakehaven Drive,Sussex Inlet,Sussex Inlet,NSW,2540,416,GOOD,Concrete,true,false,false,true,true,true,true,true,4
0101000020E6100000059E1154E820634038D0F441D78B3EC0,All Times,-30.5462533209504,153.028360399636,"Third Head, Urunga",Bellingen Shire Council,02 6655 7300,Osprey Drive,Urunga,Tasman Sea,NSW,2455,417,GOOD,Concrete,true,false,false,false,true,true,false,false,1
0101000020E6100000D442E33EE3E7624001BEFA4B0AE740C0,All Times,-33.8050017332389,151.246489948148,The Spit Road Boat Ramp,Mosman Municipal Council,02 9978 4000,Spit Road,Mosman,Middle Harbour,NSW,2088,418,POOR,Unsealed,false,false,false,true,true,false,false,false,1
0101000020E61000000EEF44A372F36240A5AF63A91C8040C0,All Times,-33.0008746849774,151.607743868481,Bolton Point Boat Ramp,Lake Macquarie City Council,02 4921 0333,Middle Point Road,Bolton Point,Lake Macquarie,NSW,2283,419,GOOD,Concrete,true,false,false,false,true,true,true,false,1
0101000020E6100000C5AB1E74D5FC6240EDB44A74F30040C0,Shallow At Times,-32.00742963455,151.901056346802,The Cove,TBD,TBD,Manchester Road,Bindera,Barrington River,NSW,2422,420,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000EE8FC7716DEB624025F2444ACAB940C0,High Tide Only,-33.4514859043741,151.357109918375,Green Point Boat Ramp,Gosford City Council,02 4325 8222,Orana Street,Green Point,Brisbane Water,NSW,2251,421,FAIR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E6100000894EFD126B266340AD199F7059273EC0,All Times,-30.1537084949902,153.200570578327,Sandy Beach,Coffs Harbour City Council,02 6648 4000,Sandy Beach Drive,Sandy Beach,Ocean,NSW,2456,422,POOR,Bitumen,true,false,true,false,true,false,false,false,1
0101000020E6100000CFB4CC77EE836240C4AE2F67C01D42C0,Shallow At Times,-36.2324341757608,148.122859859292,Khancoban Pondage,Lockhart Shire Council,02 6920 5305,Power Station Road,Khancoban,Khancoban Pondage,NSW,2642,423,GOOD,Concrete,true,false,false,true,true,false,false,false,2
0101000020E6100000104B03D0A4456240DE9532154A0442C0,All Times,-36.033510827732,146.176368719513,Nicholson St Bundalong ,Moira Shire Council (Vic),03 5871 9222,Nicholson Street,Bundalong,Murray River,VIC,3730,424,GOOD,Concrete,true,false,false,true,true,false,false,false,2
0101000020E610000072D013566FC462407AE2EA736CD241C0,All Times,-35.6439347168825,150.13859084959,"Caravan Park, Nelligen",Eurobodalla Shire Council,02 4429 3111,Nelligen,Nelligen,Clyde River,NSW,2536,425,GOOD,Concrete,false,false,true,true,false,true,true,true,2
0101000020E6100000B3130A4A51F46140504C4A8D09BB41C0,All Times,-35.4612290013107,143.634923000032,Lake Boga - Caravan Park,Swan Hill Rural City Council,03 5036 2333,Murray Valley Highway,Lake Boga,Lake Boga,VIC,3584,426,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000052777944EC22634094B77CC9C75F3EC0,Shallow At Times,-30.374142258595,153.091341244925,Bonville Creek Boat Ramp,Coffs Harbour City Council,02 6648 4000,Lyons Road,Sawtell,Bonville Creek,NSW,2452,427,FAIR,Bitumen,false,false,false,false,false,true,false,false,3
0101000020E61000009FF1DA77C9F46240CFE17DCC898A40C0,All Times,-33.0823302855166,151.649593284249,Blacksmiths Boat Harbour,Lake Macquarie City Council,02 4921 0333,Bali Street,Blacksmiths,Lake Macquarie,NSW,2281,428,GOOD,Concrete,false,false,false,false,false,false,false,true,2
0101000020E6100000F100C69422266340CDB4B49AE4743DC0,All Times,-29.4566132250955,153.191721331335,Old Ferry Road Boat Ramp,Clarence Valley Council,02 6643 0200,Old Ferry Road,Ashby,Clarence River,NSW,2463,429,POOR,Not Provided,false,false,false,false,false,false,false,false,1
0101000020E6100000A5DF2C7193E16240223A5FA9980141C0,Shallow At Times,-34.0124713625885,151.04924830212,Bonnet Bay (Washington Drive) Boat Ramp,Sutherland Shire Council,02 9710 0333,Washington Drive,Bonnet Bay,Woronora River,NSW,2226,430,FAIR,Concrete,false,false,false,true,false,true,false,false,2
0101000020E6100000EC405283744D6240096E7356485A41C0,Shallow At Times,-34.7053325713751,146.420472775127,Yanco Weir,Narrandera Shire Council,02 6959 5510,Stuart Highway,Cudgel,Murrumbidgee River,NSW,2700,431,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000DB699B8D15D262401E24C392AB9841C0,Shallow At Times,-35.1927360012853,150.565131000082,The Springs Road Boat Ramp,Shoalhaven City Council,02 4429 3111,The Springs Road,Swanhaven,Swan Lake,NSW,2540,432,POOR,Sand,false,false,false,false,true,true,false,false,1
0101000020E610000037A7F270E71F6340969E258E96BE3EC0,Shallow At Times,-30.7444847909779,152.997002099926,Scotts Head Boat Ramp,Nambucca Shire Council,02 6568 2555,Short Street,Scotts Head,Ocean,NSW,2447,433,FAIR,Concrete,true,false,false,false,true,true,false,false,2
0101000020E6100000F06AB0357EDE624045FAC99C03F440C0,All Times,-33.9063602434367,150.952906460348,Chipping Norton Lake - Angle Park Boat Ramp,Liverpool City Council,02 9821 9222,Ascot Drive,Chipping Norton,Chipping Norton Lake / Georges River,NSW,2170,434,GOOD,Concrete,true,false,false,true,true,false,true,false,2
0101000020E6100000A564872DE52B63408B67D7D07A5D3DC0,Shallow At Times,-29.3651552701845,153.371725811424,"Woody Head, Ocean Ramp",National Parks And Wildlife Services,1300 072 757,Woody Head Road,Iluka,Shark Bay Tasman Sea,NSW,2466,435,POOR,Sand,true,true,true,false,true,true,false,false,1
0101000020E6100000F674E62D9B2C63402C8B9A6DE2023DC0,All Times,-29.0112675192169,153.393942785369,Rileys Hill (Broadwater),Lismore City Council,1300 878 387,Rileys Hill Dock Road,Rileys Hill,Richmond River,NSW,2472,436,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000002EB9DA26B44862409A4B9B1C47AB41C0,Shallow At Times,-35.338107658222,146.271991183466,Lake Urana Boat Ramp,Urana Shire Council,02 6930 9100,Collingullie Jerilderie Road,Urana,Lake Urana,NSW,2645,437,GOOD,Concrete,true,false,false,false,true,true,false,false,1
0101000020E61000000E5680B6852063405CA7D7135CE53EC0,All Times,-30.8959362412928,153.01632237497,"Mattys Flat Boat Ramp",Kempsey Shire Council,02 6566 3200,"New Entrance Road","South West Rocks
",Macleay River,NSW,2431,438,POOR,Concrete,false,false,true,true,true,true,false,false,1
0101000020E6100000AD2D8DE850C7614090F93E37151A41C0,All Times,-34.2037724549765,142.228626514186,Bruces Bend Nichols Point - Murray River Vic,Parks Victoria,13 1963 ,Billabong Road,Nichols Point,Murray River,VIC,3501,439,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E61000008F4312FFD5F36240A7B79452157D40C0,All Times,-32.9772132135543,151.619872604057,Marmong Point,Lake Macquarie City Council,02 4921 0333,Nanda Street,Marnomg Point,Lake Macquarie,NSW,2284,440,GOOD,Concrete,false,false,true,true,false,true,false,false,1
0101000020E61000001149835E38C561406EFD83E0651341C0,All Times,-34.1515465397341,142.163131004731,"Apex Park Boat Ramp, Mildura ",Mildura Rural City Council,03 5020 1300,Cureton Avenue,Mildura,Murray River,VIC,3500,441,GOOD,Concrete,false,false,false,false,true,true,false,false,1
0101000020E6100000B561D9F44DBC624075000F1FCB7B42C0,All Times,-36.9671362708331,149.884516167234,Pambula Lake Boat Ramp,Bega Valley Shire Council,02 6499 2222,Landing Road,Broadwater,Pambula Lake (Ocean),NSW,2549,442,GOOD,Concrete,true,false,false,false,true,true,true,true,2
0101000020E6100000CB1685FF9A066340B6741533F63440C0,All Times,-32.4137634138837,152.206420669498,Bulahdelah Boat Ramp,Great Lakes Council,02 6591 7222,Old Pacific Highway,Bulahdelah,Myall River,NSW,2423,443,GOOD,Concrete,true,false,false,true,false,true,true,true,1
0101000020E610000095C2DB065EE76240F32796801BC640C0,All Times,-33.5477143033203,151.230227879733,"Parsley Bay, Brooklyn",Hornsby Shire Council,02 9847 6672,George Street,Brooklyn,Hawkesbury River,NSW,2083,444,GOOD,Concrete,false,false,false,true,true,true,true,true,4
0101000020E6100000E6EC722EE1D262403267AD0D8D8B41C0,All Times,-35.0902421089835,150.589987968887,The Basin Road Boat Ramp,Shoalhaven City Council,02 4429 3111,The Basin Road,Basin View,St Georges Basin,NSW,2540,445,POOR,Sand,false,false,true,false,false,true,true,true,1
0101000020E61000005F6C0CB9C3EA6240647B2DC73FC040C0,All Times,-33.5019463512497,151.336391948952,Blackwall Boat Ramp ,Gosford City Council,02 4325 8222,Orange Grove Road,Blackwall,Brisbane Water,NSW,2256,446,FAIR,Concrete,false,false,false,true,false,false,true,false,1
0101000020E6100000C4702441B8D861402232E2D4074A41C0,Passive Craft Only,-34.5783640007469,142.772491999791,"Canoe pontoon, Robinvale",Swan Hill Rural City Council,03 5036 2333,McLennan Drive,Robinvale,Murray River,NSW,3549,447,GOOD,Aluminium,false,false,false,true,true,true,true,true,0
0101000020E61000001AF54490C4EA62404AB4D2CD19BE40C0,All Times,-33.4851624754743,151.336494574244,Lions Park Eastern Boat Ramp,Gosford City Council,02 4325 8222,North Burge Road,Woy Woy,Brisbane Water,NSW,2256,448,GOOD,Concrete,false,false,false,true,true,false,true,true,2
0101000020E6100000B7F1A1E01695624090A57666D7E541C0,All Times,-35.7956359938936,148.659042660043,"Tantangara Access Point, Tantangara Reservoir",Snowy  Hydro,02 6453 2888,Snowy Mountains Highway,Tantangara,Tantangara Reservoir,NSW,2629,449,GOOD,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E61000002F97FB49E3E66240C75BD48221EC40C0,All Times,-33.8447726761729,151.215245238674,Milsons Park Boat Ramp,North Sydney Council,02 9936 8100,Mcdougall Street,Kirribilli,Sydney Harbour,NSW,2061,450,FAIR,Concrete,false,false,false,true,true,false,false,false,1
0101000020E61000007DB0D3575C00634007D0ABA1E45C40C0,Shallow At Times,-32.7257272805146,152.011272347885,Mallabula Point,Port Stephens Council,02 4980 0255,Bay Street,Mallabula,Port Stephens,NSW,2319,451,POOR,Concrete,true,false,false,false,true,false,false,false,1
0101000020E6100000E26352616C2663405CA4DEE34C0F3EC0,All Times,-30.059767000061,153.200730000418,Arrawarra Beach Boat Ramp,Coffs Harbour City Council,02 6648 4000,Second Avenue,Arrawarra,Ocean,NSW,2456,452,GOOD,Concrete,false,false,false,true,true,true,false,false,1
0101000020E6100000C4B5B33C0F306340DDCA2307258C3CC0,Shallow At Times,-28.5474400007614,153.501859999653,Heritage Park Gordon St,Byron Shire Council,02 6626 7000, Gordon St,Mullumbimby,Brunswick River,NSW,2482,453,POOR,Concrete,false,false,false,false,false,true,false,false,1
