the_geom,waterway_access,latitude,longitude,boat_ramp_name,asset_owner,contact_number,street,suburb,waterway_name,state,postcode,id,ramp_condition,ramp_material,has_bbq,has_fee_payable,has_kiosk,has_lighting,has_toilets,has_bins,has_pontoon_nearby,has_pontoon_ramp,number_ramp_lanes
0101000020E6100000A78E746D4A5B6240C17FD28449F53DC0,Shallow At Times,-29.9581530584253,146.85283539548,4 Mile Boat Ramp,Brewarrina Shire Council,02 6830 5100,Coolabah Road,Brewarrina,Barwon River,NSW,2839,174,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000DB4DA4E525E862406B0E188821643DC0,All Times,-29.3911366518718,151.254626103312,Pindari Dam,Inverell Shire Council,02 6728 8288,Pindari Dam Road,Pindaroi ,Pindari Dam,NSW,2361,175,GOOD,Concrete,true,false,false,false,true,false,false,false,1
0101000020E6100000C63D348BD8886240F822C7C753BC41C0,All Times,-35.4713067743632,148.276433565172,Hume's Crossing Boat Ramp,National Parks And Wildlife Services,1300 072 757,Snowy Mountains Highway,Blowering,Blowering Dam,NSW,2720,176,GOOD,Concrete,true,false,false,false,true,false,false,false,2
0101000020E61000005C8A4039DE1862400D2A0CC2A41042C0,All Times,-36.1300280150791,144.777126909309,Echuca East Boat Ramp,Shire Of Campaspe,03 5481 2200,Goulburn Road,Echuca East,Murray River,NSW,3564,177,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000006660A00C9B2C63402D14F7E2E1023DC0,All Times,-29.0112592557163,153.393926919208,Riley's Hill Dry Dock,TBD,TBD,Riley's Hill Dock Road,Riley's Hill,Richmond River,NSW,2472,178,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000002774ACF672E362404CC33659270641C0,All Times,-34.0480758206746,151.107783638786,Yowie Bay Boat Ramp,Sutherland Shire Council,02 9710 0333,Wonga Road,Yowie Bay,Port Hacking,NSW,2228,179,GOOD,Concrete,false,false,false,true,false,true,false,true,2
0101000020E61000002A25B21B112663404750389CE32B3EC0,All Times,-30.1714418065533,153.189588401737,Emerald Beach,Coffs Harbour City Council,02 6648 4000,Fiddaman Road,Emerald Beach,Ocean,NSW,2456,180,POOR,Concrete,true,false,true,false,true,false,false,false,1
0101000020E6100000EFC1F2B31B52624040801143B76041C0,All Times,-34.7555927119688,146.56588170446,Lake Talbot,Narrandera Shire Council,02 6959 5510,Gordon Street,Narrandera,Bundidgerry Creek,NSW,2700,181,GOOD,Concrete,false,false,false,true,true,false,false,false,1
0101000020E610000075523A048EC462403311910E0FD341C0,All Times,-35.6488970001541,150.142336000357,West Bridge Boat Ramp (Wharf Street),Eurobodalla Shire Council,02 4474 1000,Wharf Street,Nelligen,Clyde River,NSW,2536,182,GOOD,Concrete,false,false,true,true,true,true,true,true,2
0101000020E6100000C373186D30296340107BB652E2FB3CC0,All Times,-28.9839221663961,153.287161395796,Coraki Boat Ramp,Richmond Valley Council,02 6660 0300,Richmond Terrace,Coraki,Richmond River,NSW,2471,183,FAIR,Bitumen,false,false,false,false,true,true,false,false,1
0101000020E6100000A8B47D1F0EF26140A07A84A790AB41C0,Passive Craft Only,-35.3403520008917,143.564224000472,"Canoe Steps, Riverside Park, Swan Hill",Swan Hill Rural City Council,03 5036 2333,Monash Drive,Swan Hill,Murray River,NSW,3585,184,GOOD,Timber,true,false,true,true,true,true,false,false,0
0101000020E610000058966BD1341C63401091E163570A3FC0,All Times,-31.0403959680271,152.881447515613,Pola Creek Boat Ramp,Kempsey Shire Council,02 6566 3200,Frederickton Ferry Road ,"Frederickton
",Macleay River,NSW,2440,185,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000DFB2573245266340C5BAAF2037753DC0,All Times,-29.4578724316623,153.195946856772,Maclean Court House,Clarence Valley Council,02 6643 0200,McNaughton Place,Maclean,Clarence River,NSW,2463,186,GOOD,Concrete,false,false,false,true,false,true,false,true,2
0101000020E61000000F97FB5212F96240E1F441F37D4A40C0,All Times,-32.5819686958364,151.783486834895,Bridge Reserve Boat Ramp,Dungog Shire Council,02 4995 7777,Durham Street,Clarence Town,Williams River,NSW,2321,187,FAIR,Concrete,true,false,false,false,true,true,true,true,1
0101000020E6100000A42B39FBD8106340C3CCDF62A82A40C0,All Times,-32.3332637398503,152.526486980115,Pacific Palms Boat Ramp - Wallis Lake,Great Lakes Council,02 6591 7222,Lakes Way Way,Pacific Palms,Wallis Lake,NSW,2428,188,GOOD,Concrete,false,false,false,false,false,false,true,false,2
0101000020E6100000A745F75E72DA6240A99F458B844041C0,All Times,-34.5040449228248,150.826461298898,Lake Illawarra - Kanahooka,Wollongong City Council,02 4227 7111,Kanahooka Road,Kanahooka,Lake Illawarra,NSW,2530,189,POOR,Concrete,false,false,false,true,true,true,true,false,2
0101000020E6100000DD628F097AEB6240E3FB10D848BE40C0,All Times,-33.4865980227403,151.358647136737,Davistown Boat Ramp - Restella Avenue,Gosford City Council,02 4325 8222,Restella Avenue,Davistown,Brisbane Water,NSW,2251,190,GOOD,Concrete,false,false,false,true,true,false,true,false,1
0101000020E61000001D97C079819262401B4941C5E88B3DC0,Shallow At Times,-29.546520546378,148.578305126336,Collarenebri Boat Ramp,Walgatt Shire Council,02 6828 1399,Walgett Street,Collarenebri,Barwon River,NSW,2833,191,GOOD,Concrete,true,false,false,false,false,true,false,true,1
0101000020E6100000BD64F3CC7EDB6240D39C244EA6C840C0,All Times,-33.5675752333424,150.859228587511,Pitt Town Boat Ramp,Hawkesbury City Council,02 4560 4444,Punt Road,Pitt Town,Hawkesbury River,NSW,2756,192,FAIR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E61000004A0C91E7F3016340AACE0096DA5440C0,All Times,-32.6629207138006,152.061023505494,Bundabah Boat Ramp,Great Lakes Council,02 6591 7222,Bundabah Road,Bundabah,Port Stephens,NSW,2324,193,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000054381668F7E762407A7E63307FE340C0,Monday - Sunday: 7:00-20:30,-33.7773190007983,151.24895099964,Manly Dam - Section 3 (Part of Manly Warringah War Memorial Park) - Non motorised boats only unless authorised by Waterskiing Association,Warringah Council,02 9942 2111,King Street,Manly Vale,Manly Dam,NSW,2093,194,GOOD,Timber,true,true,false,false,true,true,false,false,1
0101000020E610000058DA435607E762406C10FB71A9E840C0,All Times,-33.8176710582637,151.219645626569,Tunks Park,North Sydney Council,02 9936 8100,Brothers Avenue,Cammeray,Middle Harbour,NSW,2062,195,GOOD,Concrete,false,false,false,true,true,false,true,true,2
0101000020E61000008EB2871E88D861408DBB354D084A41C0,All Times,-34.5783783447615,142.766616120371,Robinvale Bridge - Murray River Vic,Swan Hill Rural City Council,03 5036 2333,Robinvale,Robinvale,Murray River,NSW,3549,197,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000AC9444E329EA6240AAEA62872ECD40C0,All Times,-33.6029824479095,151.317613252589,Sand Point Boat Ramp,Pittwater Council,02 9970 1111,Sand Point Lane,Palm Beach,Pittwater  ,NSW,2108,198,FAIR,Bitumen,false,false,false,false,true,false,false,false,2
0101000020E6100000EAD5818ADDEA6240CA34642445B740C0,All Times,-33.4317975510872,151.339543584428,Gosford Breakwall (Iguana Joes) Boat Ramp,Gosford City Council,02 4325 8222,Dane Drive,Gosford,The Broad Water (Brisbane Water),NSW,2250,199,FAIR,Concrete,false,false,false,true,true,false,true,false,1
0101000020E6100000679A90C5CF1F62407F47C988D6C541C0,Shallow At Times,-35.5456095679101,144.994112760952,Twin Rivers,Deniliquin Council,03 5898 3000,Riverina Highway,Deniliquin,Edward River,NSW,2710,200,GOOD,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000ED914659B6E962406254A2CB98BF40C0,All Times,-33.4968504469514,151.303509366829,Woy Woy South Boat Ramp ,Gosford City Council,02 4325 8222,Woy Woy Road,Woy Woy,Brisbane Water,NSW,2256,201,POOR,Concrete,false,false,false,false,true,true,false,false,1
0101000020E6100000E6063C6961EF61405C67040F0C9C41C0,Shallow At Times,-35.2191180011275,143.480641000023,"Oswin Road, Beverford",Swan Hill Rural City Council,03 5036 2333,Oswin Road,Beverford,Murray River,NSW,3590,202,FAIR,Sand,false,false,false,false,false,false,false,false,2
0101000020E6100000EB1A42959A2063404B83F071A6A53EC0,All Times,-30.647071000308,153.018869999992,Shelly Beach Ocean Ramp,Nambucca Shire Council,02 6568 2555,Shelley Beach Road,Nambucca Heads,Tasman Sea,NSW,2448,203,POOR,Concrete,true,false,false,false,true,true,false,false,2
0101000020E610000009F3675AE2D962400620044A434341C0,All Times,-34.5254910011427,150.80888099959,Lake Illawarra - Tallawarra,NSW Crown Lands,1300 886 235,Yallah Bay Road,Yallaj ,Lake Illawarra,NSW,2530,204,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E6100000B6E74B4A74056340F073E37FBD5F40C0,Shallow At Times,-32.7479705677614,152.170445583584,Fingal Bay Boat Ramp,Port Stephens Council,02 4980 0255,Marine Drive,Fingal Bay,Port Stephens / Ocean,NSW,2315,205,FAIR,Sand,false,false,false,false,true,false,false,false,1
0101000020E6100000B06CF7ECD7DF624027419FBB842D40C0,All Times,-32.3556131866083,150.995108111621,Lake Liddell - Upper Hunter River,Lake Liddell Recreatonal Area Trust,02 6541 2010,Hebden Road,Muswellbrook ,Lake Liddell,NSW,2333,206,GOOD,Concrete,true,true,false,true,true,false,false,false,2
0101000020E6100000CA9AEE4A170563404D19FC72195540C0,All Times,-32.6648391467048,152.159093347573,Marine Drive Boat Ramp,Great Lakes Council,02 6591 7222,Marine Drive,Tea Gardens,Myall River,NSW,2324,207,FAIR,Concrete,false,false,false,true,false,false,true,false,1
0101000020E610000004B77F684E156340DA61CAE3ACE43FC0,All Times,-31.8932630890939,152.665821313327,Manning Point,Greater Taree City Council,02 6592 5399,Main Road,Manning Point,Manning River,NSW,2430,208,POOR,Concrete,true,false,true,true,true,true,true,false,1
0101000020E6100000F63F33AC51236340055A38B12B603EC0,All Times,-30.3756666910722,153.103719806764,Sawtell Beach Ocean Ramp,Coffs Harbour City Council,02 6648 4000,Boronia Street,Sawtell,Tasman Sea,NSW,2452,209,FAIR,Concrete,false,false,false,true,false,true,false,false,1
0101000020E6100000F88F476005F2624028DA6254869E40C0,All Times,-33.2384744150807,151.563156261225,Budgewoi Bridge - East (Slade Reserve),Wyong Shire Council,02 4350 5555,Central Coast Highway,Budgewoi,Budgewoi Creek,NSW,2262,210,FAIR,Unsealed,true,false,false,false,true,false,false,false,1
0101000020E61000002F2AB775EB1763404418639CD5733FC0,All Times,-31.4524781934672,152.747492654556,Rocks Ferry Reserve Boat Ramp,Port Macquarie Hastings Council,02 6581 8111,Rocks Ferry Road,Wauchope,Hastings River,NSW,2446,211,GOOD,Concrete,true,false,false,true,true,true,false,false,2
0101000020E6100000D5660FB8CEF2624079E841D7E48840C0,All Times,-33.0694836685006,151.5877342511,Wangi Wangi,Lake Macquarie City Council,02 4921 0333,Kent Place,Wangi Wangi,Lake Macquarie,NSW,2267,212,GOOD,Concrete,false,false,false,true,true,true,true,false,1
0101000020E61000000FF4ED250DE862402B5E7D0052E740C0,All Times,-33.8071899997852,151.25160500026,Clontarf Reserve Boat Ramp,Manly Council,02 9976 1500,Sandy Bay Road,Clontarf,Sydney Harbour,NSW,2093,213,FAIR,Sand,false,false,false,false,true,false,false,false,1
0101000020E6100000730ABB287A1963403528ED20AF533FC0,All Times,-31.326891000652,152.796162000002,Mooney Street Boat Ramp,Port Macquarie Hastings Council,02 6581 8111,Mooney Street,Telegraph Point,Wilson River,NSW,2441,214,POOR,Not Provided,false,false,false,false,false,false,false,false,1
0101000020E61000000633C64CFCCC62409D03053A29B841C0,All Times,-35.4387581371768,150.405798327549,Tabourie Lake,Shoalhaven City Council,02 4429 3111,Via Princes Highway,Tabourie ,Tabourie Lake,NSW,2539,215,GOOD,Concrete,false,false,false,false,true,false,false,false,1
0101000020E6100000C7280EA6221363409234D2A716E03FC0,Shallow At Times,-31.8753456962773,152.597979571967,Croki Boat Ramp,Greater Taree City Council,02 6592 5399,Ferry Road,Croki,Manning River,NSW,2430,216,POOR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000030306C5DB81A634072AB0A26D1673FC0,Shallow At Times,-31.4055351043748,152.835005484872,Oakes Crescent Boat Ramp,Port Macquarie Hastings Council,02 6581 8111,Oakes Cresent,Fernbank Creek,Hastings River,NSW,2444,217,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E610000013DC338703DD6240B7109A77D83541C0,High Tide Only,-34.4206685545227,150.90668068055,Wollongong Harbour,Wollongong City Council,02 4227 7111,Endeavor Drive,Wollongong,Tasman Sea,NSW,2500,218,GOOD,Concrete,false,false,true,true,false,true,false,false,1
0101000020E6100000C62F12DF7705634000837B05E55540C0,All Times,-32.6710516789517,152.170882735749,Hawks Nest - Moira Parade Boat Ramp,Great Lakes Council,02 6591 7222,Moira Parade,Hawks Nest,Myall River,NSW,2324,219,FAIR,Concrete,true,false,false,true,true,true,true,true,2
0101000020E61000007E483F1F5A2B6340CC8EFC72B8693DC0,All Times,-29.4129707209202,153.354751227951,Iluka Boat Ramp,Clarence Valley Council,02 6643 0200,Crown Street,Iluka,Clarence River (Iluka Bay),NSW,2466,220,GOOD,Concrete,true,false,true,true,true,true,false,false,1
0101000020E6100000248C7A2A0E326240FBBC0DC418E841C0,All Times,-35.8132557932931,145.564229239798,Tocumwal Boat Ramp (New),Berrigan Shire Council,03 5888 5100,Hennessy Road,Tocumwal,Murray River,NSW,2714,221,GOOD,Concrete,false,false,false,true,false,false,false,true,1
0101000020E6100000A97BE3DC50136240443DC2786D0542C0,All Times,-36.0424033115801,144.603620952895,Farleys Road,Parks Victoria,13 1963 ,Farleys Road,Torrumbarry,Murray River,VIC,3526,222,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E61000000337EDD94DBC624034E0AB59F98942C0,All Times,-37.0779220666158,149.884503329573,Quarantine Bay Boat Ramp,Bega Valley Shire Council,02 6499 2222,Quarantine Bay Road,Eden,Twofold Bay (Ocean),NSW,2551,223,GOOD,Concrete,false,false,false,true,true,true,true,false,3
0101000020E6100000701DDA76FD2A63404856BB59256F3DC0,All Times,-29.4341636736265,153.343440462118,"Yamba Rd Boat Ramp, (opp Golding St)",Clarence Valley Council,02 6643 0200,Yamba Road,Yamba,Clarence River (Yamba Bay),NSW,2464,224,GOOD,Concrete,false,false,true,true,true,true,true,false,2
0101000020E6100000FD1D46664FCE6240DAC11745D8B041C0,Shallow At Times,-35.3816000333788,150.447192322681,"Northern Boat Ramp, Burrill Lake",Shoalhaven City Council,02 4429 3111,Via Princes Highway,Burrill Lake,Burrill Lake,NSW,2539,225,FAIR,Concrete,false,false,false,true,false,false,false,false,1
0101000020E61000001A5028D3E8C362402F5FCF81E51A42C0,Shallow At Times,-36.210128999954,150.122171000229,North Narooma Boat Ramp,Eurobidalla Shire Council,02 6499 2222,Princes Highway,Narooma,Wagonga Inlet,NSW,2546,226,FAIR,Sand,false,false,false,false,false,false,false,false,1
0101000020E61000001E5868DF4D016340FDE0635F7F5E40C0,All Times,-32.7382621038141,152.040755943105,Lemon Tree Passage,Port Stephens Council,02 4980 0255,Beachroad,Port Stephens,Lemon Tree Passage Port Stephens,NSW,2319,227,POOR,Bitumen,false,false,false,false,false,false,false,false,1
0101000020E610000019BB3AB9D4D76140B705DC0C4A4A41C0,All Times,-34.5803848337486,142.744717230519,Euston Boat Ramp (Euston Club) - Murray River,Balranald Shire Council,03 5020 1300,Murray Terrace,Euston,Murray River,NSW,2737,228,GOOD,Concrete,false,false,false,false,false,false,false,false,2
0101000020E610000056CB33A234E9624010AE5D02F0DB40C0,All Times,-33.7182620007917,151.287675000344,Jamieson Park,Warringah Council,02 9942 2111,The Esplanade,Narrabeen,Narrabeen Lagoon,NSW,2101,229,GOOD,Asphalt,true,true,true,false,true,true,false,false,1
0101000020E6100000E0BBCF653DCE6240B7845B3D72B141C0,All Times,-35.3862988182895,150.44499483655,Maria Avenue Boat Ramp,Shoalhaven City Council,02 4429 3111,Maria Avenue,Burrill Lake,Burrill Lake,NSW,2539,230,FAIR,Concrete,false,false,false,false,false,true,false,true,2
0101000020E6100000E17EC4847922634062EBF82E59913DC0,All Times,-29.5677670819963,153.077333816319,Brushgrove Boat Ramp,TBD,TBD,Inmon Lane,Brushgrove,Clarence River (South Arm),NSW,2460,231,POOR,Not Provided,false,false,false,false,false,false,false,false,1
0101000020E6100000AD35D98EBAEA6240777853E206BE40C0,All Times,-33.4845850856372,151.335273193586,Lions Park Western Boat Ramp,Gosford City Council,02 4325 8222,North Burge Road,Woy Woy,Brisbane Water,NSW,2256,232,GOOD,Concrete,false,false,false,true,true,false,false,true,2
0101000020E610000062DBA403131F6340B40D85921A503FC0,All Times,-31.3129054617727,152.971071073519,Point Plomer (Offshore),National Parks And Wildlife Services,1300 072 757,Point Plomer Road,Limeburners Creek,South Pacific Ocean,NSW,2324,233,GOOD,Concrete,true,false,false,false,true,false,false,false,1
0101000020E610000015B8541CBAE962404F53D605B8D440C0,Shallow At Times,-33.6618659302245,151.303968587367,Rowland Reserve,Pittwater Council,02 9970 1111,Pittwater Road,Bayview,Pittwater / Hawkesbury River Broken Bay,NSW,2104,234,GOOD,Concrete,false,true,false,true,true,true,true,false,6
0101000020E610000028190FF24CEB6240EA07AED60BBE40C0,All Times,-33.4847362851868,151.353142766465,Lintern Street Boat Ramp,Gosford City Council,02 4325 8222,Lintern Street,Davistown,Brisbane Water,NSW,2251,235,GOOD,Concrete,false,false,false,true,false,false,false,false,2
0101000020E6100000581F08B69CF76240BFA03AE1A06140C0,All Times,-32.7627221618909,151.737879768242,"Riverside Park Boat Ramp, Raymond Terrace ",Port Stephens Council,02 4980 0255,Hunter Street,Raymond Terrace,Hunter River,NSW,2324,236,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000002DF58775CB1D6340F7C0233478B13DC0,All Times,-29.6932404124536,152.931086316626,Crown Hotel Boat Ramp,Clarence Valley Council,02 6643 0200,Prince Street,Grafton,Clarence River,NSW,2460,237,GOOD,Concrete,false,false,true,true,true,true,true,true,1
0101000020E61000005657038FFCDE62405889AF671DF740C0,All Times,-33.930584870063,150.968329912687,Davy Robinson Reserve Boat Ramp ,Liverpool City Council,02 9821 9222,Davy Robinson Drive,Moorebank,Georges River,NSW,2170,238,GOOD,Concrete,false,false,false,true,true,true,true,true,2
0101000020E61000004D1F820C254C62407F9D10E0D7A540C0,Shallow At Times,-33.2956504899148,146.37952256598,Lake Cargelligo (Bogan Street),TBD,TBD,Bogan Street,Lake Cargelligo,Lake Cargelligo,NSW,2672,239,GOOD,Concrete,true,false,false,true,false,true,false,false,1
0101000020E6100000635ABFDE366362406A067800C78940C0,Shallow At Times,-33.0763855539379,147.100448011147,Gum Bend Lake Boat Ramp,Lachlan Shire Council,02 6895 1900,Gum Bend Road,Condobolin,Gum Bend Lake,NSW,2877,240,GOOD,Concrete,true,false,false,true,true,true,true,false,1
0101000020E6100000FAE9E1F3CAF16240A4B90FEF709D40C0,Shallow At Times,-33.2300089670928,151.556024495352,Budgewoi - Sailing Club,Wyong Shire Council,02 4350 5555,Noela Place,Budgewoi,Lake Munmorah,NSW,2262,241,FAIR,Unsealed,false,false,false,false,true,false,false,false,1
0101000020E610000053627061A4F16240573011B3088C40C0,All Times,-33.094015487092,151.551315993786,Balcolyn Hall Reserve Boat Ramp,Lake Macquarie City Council,02 4921 0333,Balcolyn Street,Balcolyn,Lake Macquarie,NSW,2264,242,GOOD,Concrete,false,false,false,true,true,true,false,false,2
0101000020E61000008DC3934EA4F16240BDA29A0F088C40C0,All Times,-33.0939960007722,151.55130699978,Balcolyn Reserve,Lake Macquarie City Council,02 4921 0333,Balcolyn Street,Balcolyn,Lake Macquarie,NSW,2264,243,FAIR,Concrete,true,false,false,false,true,true,false,false,1
0101000020E61000004529932269F46240553CFE9F8E8940C0,All Times,-33.0746650687585,151.637833869385,Thomas Humphries Reserve Boat Ramp,Lake Macquarie City Council,02 4921 0333,Wallarah Street,Swansea,Lake Macquarie,NSW,2281,244,GOOD,Concrete,false,false,false,true,true,true,false,false,3
0101000020E61000004F0CE3B19EDA6240FD5298881A6041C0,All Times,-34.7508097404261,150.831871932462,Cook Park Boat Ramp,The Council Of The Municipality Of Kiama,02 4232 0444,Jupiter Street,Gerringong,Ocean,NSW,2534,245,GOOD,Concrete,false,false,false,true,false,true,false,false,2
0101000020E6100000E270451448B462404EDD5C6D2AC840C0,Shallow At Times,-33.5637947753372,149.633798728587,Ben Chifley Dam Boat Ramp,Bathurst Regional Council,02 6333 6111,Chifley Dam Road,The Lagoon,Chifley Dam,NSW,2795,246,GOOD,Concrete,true,false,false,true,true,true,false,false,1
0101000020E6100000EFB094C5BE8C6240829F4FCA39F43EC0,Shallow At Times,-30.9540068096535,148.398287573254,Warrana Weir,Coonamble Shire Council,02 6827 1900,Weir road,Coonamble,Warrana Weir,NSW,2829,247,GOOD,Concrete,true,true,false,false,true,false,false,false,2
0101000020E61000007FFFADF625E46240307B00ED800841C0,All Times,-34.0664345028257,151.1296342276,Wally's Wharf - Dolans Bay,Sutherland Shire Council,02 9710 0333,Port Hacking Road,Dolans Bay,Port Hacking,NSW,2229,248,GOOD,Concrete,false,false,false,true,true,true,true,true,2
0101000020E6100000EED6053F1219634034031C4E4F973DC0,All Times,-29.5910538500204,152.783477317243,Copmanhurst Boat Ramp ,Clarence Valley Council,02 6643 0200,Lawrence Street,Copmanhurst,Clarence River,NSW,2460,249,POOR,Not Provided,false,false,false,false,false,false,false,false,1
0101000020E6100000518215A3811E63408E7F398C9EAD3DC0,All Times,-29.6782004967095,152.953324834833,Kirchner Street Boat Ramp,Clarence Valley Council,02 6643 0200,Kirchner Street,Grafton,Clarence River,NSW,2460,250,GOOD,Not Provided,true,false,false,true,true,false,false,false,2
0101000020E6100000E97E93B9930A6340E2E46A46541B40C0,All Times,-32.2135093709892,152.330532825544,Cooloongolook Cedar Wharf - Cooloongolook River,Great Lakes Council,02 6591 7222,Mimi Street ,Cooloongolook,Cooloongolook River,NSW,2423,251,FAIR,Unsealed,false,false,false,false,false,true,true,false,1
0101000020E6100000E1FD29128D416240E7BFF85F690042C0,All Times,-36.0032157864187,146.048470575347,Woodlands Ramp,TBD,TBD,Hogans Road,Yarrawonga,Lake Mulwala,VIC,2850,252,GOOD,Concrete,true,false,false,false,false,false,false,false,2
0101000020E6100000DA56A9108FF16240B6B34249818B40C0,All Times,-33.0898830009168,151.548713999501,Balcolyn Boat Ramp,Lake Macquarie City Council,02 4921 0333,Queen Street,Balcolyn,Lake Macquarie,NSW,2264,253,FAIR,Concrete,true,false,false,false,true,true,false,false,1
0101000020E6100000298C5733240F634099C4492E1C1E40C0,All Times,-32.2352350101657,152.473169013015,Coomba Park Boat Ramp,Great Lakes Council,02 6591 7222,Coomba Road,Coomba Park,Wallis Lake,NSW,2428,254,FAIR,Concrete,true,false,false,true,true,true,true,false,1
0101000020E610000086B1898EFD2063403E469D2D1BED3EC0,All Times,-30.926195956132,153.030951756413,"Jerseyville Boat Ramp",Kempsey Shire Council,02 6566 3200,"Plummers Lane","Jerseyville
",Macleay River,NSW,2431,255,GOOD,Concrete,false,false,false,false,true,true,false,false,1
0101000020E6100000DCFC96E08C2A634010E19F1604743DC0,Shallow At Times,-29.4531873836832,153.32969693651,Carrs Drive Boat Ramp ,TBD,TBD,Carrs Drive,Wooloweyah,Oyster Channel (Wooloweyah Lagoon),NSW,2464,256,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E610000022A82BBA3DE262405B1D001FE5FF40C0,High Tide Only,-33.999179720932,151.070035062091,Scylla Bay Boat Ramp ,Sutherland Shire Council,02 9710 0333,Verona Range,Como,Georges River,NSW,2226,257,FAIR,Bitumen,false,false,false,true,false,false,true,false,1
0101000020E6100000E7BC6756770A6340F743C56E5A3C40C0,All Times,-32.471509786912,152.32706756841,Violet Hill,National Parks And Wildlife Services,1300 072 757,Violet Hill Road,Buladelah,Boolambayte Lake,NSW,2423,258,GOOD,Concrete,false,true,false,false,true,true,false,false,2
0101000020E610000033E6BB1C5E5E62401BB4C0BDBC0C42C0,Shallow At Times,-36.0995099249778,146.948988310805,Mungabareena Reserve Boat Ramp ,Albury City Council,02 6023 8111,Doctors Point Road,East Albury,Murray River,NSW,2640,259,GOOD,Concrete,false,false,false,false,false,false,false,false,2
0101000020E6100000B584A34174D86240F861B9FFC17741C0,Shallow At Times,-34.9356078772725,150.764191455242,West Cresent Boat Ramp,Shoalhaven City Council,02 4429 3111,West Crescent,Culburra Beach,Wollumboola Lake,NSW,2540,260,POOR,Unsealed,true,false,false,false,true,true,false,false,1
0101000020E6100000DFAE1DCDC7BC61405724023CFC0D41C0,All Times,-34.1092600832423,141.899389799094,"Wentworth 1 (Lock), Murray River",Wentworth Shire Council,03 5027 5027,Log Bridge Road,Wentworth,Murray River,NSW,2648,261,GOOD,Concrete,false,false,false,false,false,true,false,false,1
0101000020E61000004A9C68CF22206340CCE942D7957B3EC0,Shallow At Times,-30.4827551401484,153.004249290769,Kalang River Boat Ramp,Bellingen Shire Council,02 6655 7300,Pacific Highway,Urunga,Kalang River,NSW,2455,262,POOR,Unsealed,false,false,false,false,false,false,false,false,1
0101000020E6100000E25FE2E724F96240897C03B7307340C0,All Times,-32.8999241606735,151.785755102289,Stockton North,Newcastle City Council,02 4974 2000,Booth Street,Stockton,Hunter River,NSW,2295,263,GOOD,Concrete,false,false,false,true,true,true,true,true,2
0101000020E610000078AC92E08BF46240BF3809BD008940C0,All Times,-33.0703350348499,151.642074858162,Pelican,Lake Macquarie City Council,02 4921 0333,Lakeview Street,Pelican,Lake Macquarie,NSW,2281,264,GOOD,Concrete,true,false,false,true,true,true,false,false,2
0101000020E6100000494FC75AC3C2614099019FC4381641C0,All Times,-34.1736074234388,142.086346997525,Merbein - Murray River Vic,Mildura Rural City Council,03 5020 1300,River Road,Merbein,Murray River,VIC,3505,265,GOOD,Concrete,false,false,false,false,true,false,false,false,1
0101000020E61000009CE791A3FD0163401A2AEC45835940C0,All Times,-32.699318638148,152.062211785288,Soldiers Point,Port Stephens Council,02 4980 0255,Mitchell Street,Soldiers Point,Port Stephens,NSW,2317,266,GOOD,Concrete,false,false,false,true,true,false,false,true,2
0101000020E6100000E99ACD531DF461408BB543EBE1B941C0,All Times,-35.4522070007907,143.628579999516,Lake Boga - Jacaranda Crescent,Swan Hill Rural City Council,03 5036 2333,Jacaranda Crescent,Lake Boga,Lake Boga,VIC,3584,267,GOOD,Concrete,true,false,false,false,false,true,true,false,1
0101000020E61000002D01F792C61F63401243012505DE3EC0,Shallow At Times,-30.867265999611,152.992990000182,"Fishermans Reach Boat Ramp",Kempsey Shire Council,02 6566 3200,"Fishermans Reach Road","Fishermans Reach
",Macleay River,NSW,2441,268,FAIR,Concrete,false,false,false,false,false,false,false,false,1
0101000020E61000002FB65160409A624073C67BFA2C1242C0,Shallow At Times,-36.1419976333972,148.820358428567,Frying Pan Road Boat Ramp,Snowy River Shire Council,02 6451 1195,Fryingpan Creek Road,Fryingpan,Lake Eucumbene,NSW,2630,269,FAIR,Unsealed,false,false,true,false,true,false,false,false,Informal
0101000020E6100000F7D53ED54F1D634028F1A7A7BEB43EC0,All Times,-30.7060341629996,152.915995238043,Tilly Willy Creek. Macksville,Nambucca Shire Council,02 6568 2555,Mckay Street,Macksville,Tilly Willy Creek,NSW,2447,270,FAIR,Concrete,false,false,false,false,false,true,false,false,1
